FMID,MarketName,Website,Website_1,Facebook,Facebook_1,Twitter,Twitter_1,Youtube,Youtube_1,OtherMedia,OtherMedia_1,Season1Date,Season1Date_Start,Season1Date_End,Season1Time,Season1Time 1,Season1Time 2,Season1Time 3,Season1Time 4,Season1Time 5,Season1Time 6,Season1Time 7,Season2Date,Season2Date 1,Season2Date 2,Season2Time,Season2Time 1,Season2Time 2,Season2Time 3,Season2Time 4,Season2Time 5,Season2Time 6,Season2Time 7,Season3Date 1,Season3Date 2,Season3Time,Season3Time 1,Season3Time 2,Season3Time 3,Season3Time 4,Season3Time 5,Season3Time 6,Season4Date,Season4Date 1,Season4Date 2,Season4Time,Season4Time 1,Season4Time 2
1002108,Acadia Farmers Market In Town Hill,,,www.Facebook.com/AcadiaFarmersMarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007575,Acadiana Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005122,Ace Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008461,Acme Ranch Truck Patch,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,,,,,,,,,,,,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;,Mon: 9:00 AM-5:00 PM,Tue: 9:00 AM-5:00 PM,Wed: 9:00 AM-5:00 PM,Thu: 9:00 AM-5:00 PM,Fri: 9:00 AM-5:00 PM,Sat: 9:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011180,Acreage Green Market,http://Www.AcreageGreenMarket.com,http://Www.AcreageGreenMarket.com,https://www.facebook.com/AcreageGreenmarket,https://www.facebook.com/AcreageGreenmarket,,,,,,,05/31/2015 to 05/29/2016,2015-05-31,2016-05-29,Sun: 9:00 AM-2:00 PM;,Sun: 9:00 AM-2:00 PM,,,,,,,6/7/15,6/7/15,,Sun: 9:00 AM-1:00 PM;,Sun: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,
1003469,Acton-boxborough Farmers Market,http://www.ABFarmersMarket.org,http://www.ABFarmersMarket.org,,,,,,,,,"June 19, 2012 to October 21, 2012",2012-06-19,2012-10-21,sun:10:00 AM - 1:00 PM;,sun:10:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003112,Acushnet Farmers Market,http://www.acushnetfarmersmarket.com,http://www.acushnetfarmersmarket.com,https://www.facebook.com/pages/Acushnet-Farmers-Market/104135469618299,https://www.facebook.com/pages/Acushnet-Farmers-Market/104135469618299,https://twitter.com/eventsonthefarm,https://twitter.com/eventsonthefarm,,,http://instagram.com/Acushnetfarmersmarket,http://instagram.com/Acushnetfarmersmarket,06/04/2016 to 09/24/2016,2016-06-04,2016-09-24,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007519,Acworth Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001393,Ada Farmers Market,,,,,,,,,,,04/01/2010 to 11/31/2010,2010-04-01,,Wed: 7:00 AM-;Sat: 7:00 AM-;,Wed: 7:00 AM-,Sat: 7:00 AM-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001083,Ada Farmers Market,http://www.adafarmersmarket.com,http://www.adafarmersmarket.com,https://www.facebook.com/adafarmersmarket,https://www.facebook.com/adafarmersmarket,https://twitter.com/AdaFarmersMkt,https://twitter.com/AdaFarmersMkt,,,,,06/09/2015 to 10/27/2015,2015-06-09,2015-10-27,Tue: 11:00 AM-4:00 PM;,Tue: 11:00 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006969,Adairco Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010467,Adairsville Farmers Market,http://www.adairsvillefarmersmarket.com,http://www.adairsvillefarmersmarket.com,Adairsville Farmers Market,,,,,,,,06/07/2014 to 09/27/2014,2014-06-07,2014-09-27,Sun: 8:00 AM-11:30 PM;,Sun: 8:00 AM-11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011322,Adams County Farmers Market Association (pa),http://www.acfarmersmarkets.org,http://www.acfarmersmarkets.org,,,,,,,,,5/19/16,2016-05-19,,Thu: 2:00 PM-6:00 PM;,Thu: 2:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011328,Adams County Farmers Market Association (pa),http://www.acfarmersmarkets.org,http://www.acfarmersmarkets.org,,,,,,,Instagram: adamscountyfarmfresh,Instagram: adamscountyfarmfresh,05/01/2016 to 10/01/2016,2016-05-01,2016-10-01,Sat: 9:00 AM-2:00 PM;,Sat: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010354,Adams Farmers And Artisans Market,,,https://www.facebook.com/Adams.Farmers.Market,https://www.facebook.com/Adams.Farmers.Market,,,,,,,07/13/2014 to 09/14/2014,2014-07-13,2014-09-14,Sun: 11:00 AM-2:00 PM;,Sun: 11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008006,Adams Morgan Farmers Market,http://www.lickingcreekbendfarm.com,http://www.lickingcreekbendfarm.com,https://www.facebook.com/NeedmoreVeggies/timeline,https://www.facebook.com/NeedmoreVeggies/timeline,,,,,https://www.instagram.com/lickingcreekbendfarm/,https://www.instagram.com/lickingcreekbendfarm/,06/01/2016 to 12/24/2016,2016-06-01,2016-12-24,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008961,Adaptations Fresh Feast,http://www.adaptationsaloha.com,http://www.adaptationsaloha.com,https://www.facebook.com/adaptationsaloha,https://www.facebook.com/adaptationsaloha,https://twitter.com/MaureenDatta,https://twitter.com/MaureenDatta,,,http://instagram.com/adaptationskona,http://instagram.com/adaptationskona,01/01/2013 to 12/31/2013,2013-01-01,2013-12-31,Mon: 8:00 AM-4:00 PM;Tue: 8:00 AM-4:00 PM;Wed: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;Sun: 12:00 PM-4:00 PM;,Mon: 8:00 AM-4:00 PM,Tue: 8:00 AM-4:00 PM,Wed: 8:00 AM-4:00 PM,Thu: 8:00 AM-4:00 PM,Fri: 8:00 AM-4:00 PM,Sun: 12:00 PM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005109,Added Value Farm Stand At Governors Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002464,Addison Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005741,Adel Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005272,Adelanto Stadium Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012288,Adrian Farmers Market,,,,,,,,,,,05/07/2016 to 10/29/2016,2016-05-07,2016-10-29,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011214,Aenon Baptist Church Farm Stand,,,,,,,,,,,,,,Wed: 11:00 AM-2:00 PM;,Wed: 11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008667,Afton Village Farmers Market,http://www.piedmont-farmersmarket.com,,,,,,,,,,01/01/2013 to 12/31/2013,2013-01-01,2013-12-31,Thu: 4:00 PM-7:00 PM;,Thu: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007586,Agh Wellness Committee Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012233,Agricenter International Farmers Market,http://www.agricenter.org/farmers-market/,http://www.agricenter.org/farmers-market/,https://www.facebook.com/farmersmarketmemphis/,https://www.facebook.com/farmersmarketmemphis/,https://twitter.com/Agricenter_Intl,https://twitter.com/Agricenter_Intl,,,https://www.instagram.com/agricenterinternational/,https://www.instagram.com/agricenterinternational/,05/02/2016 to 10/01/2016,2016-05-02,2016-10-01,Mon: 7:30 AM-5:30 PM;Tue: 7:30 AM-5:30 PM;Wed: 7:30 AM-5:30 PM;Thu: 7:30 AM-5:30 PM;Fri: 7:30 AM-5:30 PM;Sat: 7:00 AM-5:30 PM;,Mon: 7:30 AM-5:30 PM,Tue: 7:30 AM-5:30 PM,Wed: 7:30 AM-5:30 PM,Thu: 7:30 AM-5:30 PM,Fri: 7:30 AM-5:30 PM,Sat: 7:00 AM-5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003562,Agritopia Farm Stand,http://www.thefarmatagritopia.com,http://www.thefarmatagritopia.com,https://www.facebook.com/TheFarmAtAgritopia,https://www.facebook.com/TheFarmAtAgritopia,https://twitter.com/AgritopiaFarm,https://twitter.com/AgritopiaFarm,,,https://instagram.com/agritopiafarm/,https://instagram.com/agritopiafarm/,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011830,Ahwatukee Farmers Market,,,,,,,,,,,,,,Sun: 9:00 AM-1:00 PM;,Sun: 9:00 AM-1:00 PM,,,,,,,06/05/2016 to 09/25/2016,6/5/16, 09/25/2016,Sun: 8:00 AM-11:00 AM;,Sun: 8:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,
1000212,Aiken County Farmers Market,http://www.VisitAikenSC.com,http://www.VisitAikenSC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008054,Airport Farmers And Flea Market,,,https://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/,https://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Sat: 8:00 AM-3:00 PM;Sun: 8:00 AM-3:00 PM;,Sat: 8:00 AM-3:00 PM,Sun: 8:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007542,Akebono Farmers’ Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011967,Akers Of Strawberries,http://Www.akersofstrawberries.com,http://Www.akersofstrawberries.com,www.facebook.com/AkersofStrawberries,,,,,,,,03/15/2016 to 07/31/2016,2016-03-15,2016-07-31,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;Sun: 12:00 PM-5:00 PM;,Mon: 9:00 AM-5:00 PM,Tue: 9:00 AM-5:00 PM,Wed: 9:00 AM-5:00 PM,Thu: 9:00 AM-5:00 PM,Fri: 9:00 AM-5:00 PM,Sat: 9:00 AM-5:00 PM,Sun: 12:00 PM-5:00 PM,09/29/2016 to 11/06/2016,9/29/16, 11/06/2016,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-11:00 PM;Sat: 9:00 AM-11:00 PM;Sun: 6:00 PM-;,Thu: 9:00 AM-5:00 PM,Fri: 9:00 AM-11:00 PM,Sat: 9:00 AM-11:00 PM,Sun: 6:00 PM-,,,,1/1/16, 12/31/2016,Mon: 7:00 AM-5:00 PM;Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-5:00 PM;Sat: 7:00 AM-2:00 PM;,Mon: 7:00 AM-5:00 PM,Tue: 7:00 AM-5:00 PM,Wed: 7:00 AM-5:00 PM,Thu: 7:00 AM-5:00 PM,Fri: 7:00 AM-5:00 PM,Sat: 7:00 AM-2:00 PM,,,,,,
1001801,Akron Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005061,Akwesasne Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004086,Alabama Gulf Coast Market,,,,,,,,,,,10/04/2014 to 07/25/2015,2014-10-04,2015-07-25,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008612,Alachua County Farmers Market,http://www.441market.com,http://www.441market.com,https://www.facebook.com/441acfmarket,https://www.facebook.com/441acfmarket,,,,,http://pinterest.com/441market,http://pinterest.com/441market,01/01/2013 to 12/31/2013,2013-01-01,2013-12-31,Sun: 8:30 AM-1:00 PM;,Sun: 8:30 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006312,Alamance County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009019,Alameda Farmers Market,http://www.pcfma.com,http://www.pcfma.com,https://www.facebook.com/AlamedaFarmersMarket,https://www.facebook.com/AlamedaFarmersMarket,,,,,,,01/01/2013 to 12/31/2013,2013-01-01,2013-12-31,Tue: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,Tue: 9:00 AM-1:00 PM,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004846,Alamo Farmers Market,,,,,,,,,,,05/21/2013 to,2013-05-21,,Tue: 10:00 AM-5:00 PM;Wed: 10:00 AM-5:00 PM;Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;Sun: -5:00 PM;,Tue: 10:00 AM-5:00 PM,Wed: 10:00 AM-5:00 PM,Thu: 10:00 AM-5:00 PM,Fri: 10:00 AM-5:00 PM,Sat: 10:00 AM-5:00 PM,Sun: -5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011033,Alamogordo Farmers Market -downtown,http://www.localharvest.org/alamogordo-farmers-market-in-historic-downtown-M37997,http://www.localharvest.org/alamogordo-farmers-market-in-historic-downtown-M37997,https://www.facebook.com/AlamogordoFarmersMarket/,https://www.facebook.com/AlamogordoFarmersMarket/,,,,,,,06/04/2016 to 10/29/2016,2016-06-04,2016-10-29,Sat: 9:00 AM-11:00 AM;,Sat: 9:00 AM-11:00 AM,,,,,,,07/06/2016 to 09/28/2016,7/6/16, 09/28/2016,Wed: 5:00 PM-6:00 PM;,Wed: 5:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,
1004789,Alamogordo Otero County Farmers Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,,,,,,http://www.localharvest.org/alamogordo-otero-county-farmers-produce-and-craft-market-alamogord-farmers-market-M2737,http://www.localharvest.org/alamogordo-otero-county-farmers-produce-and-craft-market-alamogord-farmers-market-M2737,01/04/2014 to 12/20/2014,2014-01-04,2014-12-20,Sat: 8:30 AM-12:00 PM;,Sat: 8:30 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004070,Alamosa Farmers Market,http://www.alamosafarmersmarket.org,http://www.alamosafarmersmarket.org,https://www.facebook.com/pages/Alamosa-Farmers-Market/104375596315429?fref=ts,https://www.facebook.com/pages/Alamosa-Farmers-Market/104375596315429?fref=ts,,,,,,,07/11/2015 to 10/10/2015,2015-07-11,2015-10-10,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004425,Albany Downtown Farmers Market,http://www.eastbaker.net,http://www.eastbaker.net,,,,,,,,,May to December,2010-05-01,2010-12-31,Sat:8:00 AM - 2:00 PM;,Sat:8:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002175,Albany Farmers Market,http://www.locallygrown.org,http://www.locallygrown.org,https://www.facebook.com/Corvallis.Albany.Farmers.Markets,https://www.facebook.com/Corvallis.Albany.Farmers.Markets,https://twitter.com/RebeccaCAFM,https://twitter.com/RebeccaCAFM,,,https://www.flickr.com/photos/50026834@N04/sets/,https://www.flickr.com/photos/50026834@N04/sets/,04/16/2016 to 11/19/2016,2016-04-16,2016-11-19,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011108,Albert Lea Farmers Market,http://albertleafarmersmarket.com,http://albertleafarmersmarket.com,Albert Lea Farmers Market,,,,,,,,05/13/2015 to 10/31/2015,2015-05-13,2015-10-31,Wed: 4:00 PM-6:00 PM;,Wed: 4:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003118,Alberta Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004886,Alberta Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010559,Albion Farmers Market,http://greateralbionchamber.org,http://greateralbionchamber.org,,,,,,,,,05/03/2014 to 10/25/2014,2014-05-03,2014-10-25,Wed: 8:30 AM-1:00 PM;Sat: 8:30 AM-1:00 PM;,Wed: 8:30 AM-1:00 PM,Sat: 8:30 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010407,Albuquerque Downtown Growers Market,http://DowntownGrowers.com,http://DowntownGrowers.com,https://www.facebook.com/downtowngrowers?focus_composer=true&ref_type=bookmark,https://www.facebook.com/downtowngrowers?focus_composer=true&ref_type=bookmark,,,,,,,05/17/2014 to 11/08/2014,2014-05-17,2014-11-08,Sat: 7:00 AM-12:00 PM;,Sat: 7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004761,Albuquerque Northeast Farmers Market,http://www.abqnemarket.org,http://www.abqnemarket.org,https://www.facebook.com/abqnemarket?fref=ts,https://www.facebook.com/abqnemarket?fref=ts,,,,,www.FarmersMarketsNM.org,www.FarmersMarketsNM.org,06/03/2014 to 09/30/2014,2014-06-03,2014-09-30,Tue: 3:00 PM-6:00 PM;,Tue: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007016,Albuquerque Va Growers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002222,Alcona Farmers Market,http://www.alconalocalfoods.org,http://www.alconalocalfoods.org,,,,,,,,,June to September,2010-06-01,2010-09-30,Sat:10:00 AM - 1:00 PM;,Sat:10:00 AM - 1:00 PM,,,,,,,April to May,April , May,Sat:10:00 am - 1:00 pm;,Sat:10:00 am - 1:00 pm,,,,,,,Oc,ber to November,Sat:10:00 am - 1:00 pm;,Sat:10:00 am - 1:00 pm,,,,,,,,,,,
1008252,Alderson Farmers Market,http://www.aldersonmarket.org,http://www.aldersonmarket.org,https://www.facebook.com/aldersonfood,https://www.facebook.com/aldersonfood,,,,,,,,,,Sat: 8:00 AM-12:30 PM;,Sat: 8:00 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003236,Aldrich Arena Farmers Market,http://www.stpaulfarmersmarket.com,http://www.stpaulfarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011910,Aledo Farmers Market,http://www.aledo-texas.com,http://www.aledo-texas.com,City of Aledo,,,,,,,,04/18/2016 to,2016-04-18,,Mon: 3:00 PM-6:00 PM;,Mon: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010597,Alexander County Farmers Market,,,,,,,,,,,06/14/2014 to 09/13/2014,2014-06-14,2014-09-13,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000519,Alexandria Bay Farmers Market,http://www.visitalexbay.org,http://www.visitalexbay.org,https://www.facebook.com/pages/Alexandria-Bay-Chamber-of-Commerce/82504121853,https://www.facebook.com/pages/Alexandria-Bay-Chamber-of-Commerce/82504121853,,,,,,,05/23/2014 to 09/19/2014,2014-05-23,2014-09-19,Fri: 9:00 AM-3:00 PM;,Fri: 9:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007366,Alexandria Farmers Market,http://www.mfma.org/alexandria,http://www.mfma.org/alexandria,,,,,,,,,05/10/2014 to 10/25/2014,2014-05-10,2014-10-25,Sat: 9:00 AM-12:00 PM;,Sat: 9:00 AM-12:00 PM,,,,,,,06/01/2014 to 10/28/2014,6/1/14, 10/28/2014,Tue: 9:00 AM-12:00 PM;,Tue: 9:00 AM-12:00 PM,,,,,,,6/1/14, 10/30/2014,Thu: 3:00 PM-6:00 PM;,Thu: 3:00 PM-6:00 PM,,,,,,,,,,,
1011196,Alfred Farmers Market,https://www.alfredfarmersmarket.com,https://www.alfredfarmersmarket.com,https://www.facebook.com/Alfredfarmersmarket,https://www.facebook.com/Alfredfarmersmarket,,,,,,,07/10/2016 to 10/30/2016,2016-07-10,2016-10-30,Sun: 11:00 AM-3:00 PM;,Sun: 11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007217,Algoma Farm Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001300,Algonquin Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007528,Alii Garden Market Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008835,Alisal Certified Farmers Market,http://www.everyonesharvest.org,http://www.everyonesharvest.org,https://www.facebook.com/EveryonesHarvest,https://www.facebook.com/EveryonesHarvest,,,,,,,06/28/2016 to 10/11/2016,2016-06-28,2016-10-11,Tue: 11:00 AM-4:00 PM;,Tue: 11:00 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005548,All Locally Grown Produce,http://www.teenaspridecsa.com,http://www.teenaspridecsa.com,https://www.facebook.com/teenaspridecsa,https://www.facebook.com/teenaspridecsa,https://twitter.com/teenaspridecsa,https://twitter.com/teenaspridecsa,,,,,11/01/2016 to 04/01/2017,2016-11-01,2017-04-01,Sun: 1:00 AM-4:00 AM;,Sun: 1:00 AM-4:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011735,All Natural And Certified Organic Farmer Market (hope Farm),http://www.hopeforsfs.org,http://www.hopeforsfs.org,Facebook.com/HOPESFS,,,,,,,,10/01/2016 to 07/01/2017,2016-10-01,2017-07-01,Mon: 10:00 AM-6:00 PM;Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 1:00 PM-6:00 PM;,Mon: 10:00 AM-6:00 PM,Thu: 10:00 AM-6:00 PM,Fri: 10:00 AM-6:00 PM,Sat: 1:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010096,All Saints Farmers Market,,,https://www.facebook.com/allsaintsfarmersmarket,https://www.facebook.com/allsaintsfarmersmarket,,,,,,,05/04/2014 to 10/26/2014,2014-05-04,2014-10-26,Sun: 12:00 PM-4:00 PM;,Sun: 12:00 PM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000268,All-local Farmers Market,http://www.stateplate.org,http://www.stateplate.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000168,All-local Farmers Market 2,http://www.localharvest.org,http://www.localharvest.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001962,Allamakee Farmers Market,,,,,,,,,,,06/06/2016 to 10/03/2016,2016-06-06,2016-10-03,Mon: 3:30 AM-6:00 AM;,Mon: 3:30 AM-6:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002717,Allegan Farmers Market,,,https://www.facebook.com/Allegan-Farmers-Market-146878898707147/,https://www.facebook.com/Allegan-Farmers-Market-146878898707147/,,,,,,,05/05/2016 to 10/27/2016,2016-05-05,2016-10-27,Thu: 8:00 AM-2:00 PM;,Thu: 8:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008262,Alleghany Farmers Market,http://www.alleghanyfarmersmarket.com,http://www.alleghanyfarmersmarket.com,https://www.facebook.com/pages/Alleghany-Farmers-Market/102331033194610,https://www.facebook.com/pages/Alleghany-Farmers-Market/102331033194610,,,,,,,05/11/2013 to 10/12/2013,2013-05-11,2013-10-12,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002836,Allen County Farmers Market,,,,,,,,,,,April to October,2010-04-01,2010-10-31,Thu:5:30 PM - 7:00 PM;,Thu:5:30 PM - 7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011777,Allen Farmers Market,http://www.allenmarketplace.org/farmers-market/,http://www.allenmarketplace.org/farmers-market/,https://www.facebook.com/AllenStreetFarmersMarket/,https://www.facebook.com/AllenStreetFarmersMarket/,,,,,,,10/21/2015 to 05/11/2016,2015-10-21,2016-05-11,Wed: 3:00 PM-6:30 PM;,Wed: 3:00 PM-6:30 PM,,,,,,,05/18/2016 to 10/19/2016,5/18/16, 10/19/2016,Wed: 2:30 PM-7:00 PM;,Wed: 2:30 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,
1007413,Allendale County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007716,Allentown Farigrounds Farmers Market,http://www.fairgroundsfarmersmkt.com,http://www.fairgroundsfarmersmkt.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007083,Allentown Turnpike Plaza Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002964,Alliance Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005675,Alliance Farmers Market,http://www.alliancefarmersmarket.com,http://www.alliancefarmersmarket.com,https://www.facebook.com/alliancefarmersmarket,https://www.facebook.com/alliancefarmersmarket,,,,,,,06/15/2013 to 10/12/2013,2013-06-15,2013-10-12,Sat: 9:00 AM-12:00 PM;,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006739,Alliance For The Arts Greenmarket,http://www.artinlee.org,http://www.artinlee.org,https://www.facebook.com/pages/Alliance-for-the-Arts-GreenMarket/224616377554765,https://www.facebook.com/pages/Alliance-for-the-Arts-GreenMarket/224616377554765,,,,,,,,,,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002683,Allston Farmers Market,http://www.dining.harvard.edu/flp/ag_market.html,http://www.dining.harvard.edu/flp/ag_market.html,,,,,,,,,06/01/2012 to 10/31/2012,2012-06-01,2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
