FMID,Credit,WICcash,WIC,SFMNP,SNAP
1001303,Y,N,Y,Y,N
1011278,Y,N,N,N,Y
1004535,Y,N,Y,N,N
1002763,Y,N,N,N,Y
1010937,Y,N,Y,Y,Y
1009535,Y,N,N,N,N
1010421,Y,Y,N,N,N
1011188,Y,N,N,N,Y
1012551,Y,N,N,N,N
1002975,Y,N,N,N,N
1004426,N,N,N,N,N
1011761,Y,N,N,N,Y
1000938,Y,N,N,N,Y
1009509,Y,N,N,N,N
1010803,Y,N,N,N,N
1010069,Y,N,N,N,N
1012412,Y,N,Y,Y,Y
1000634,Y,Y,Y,Y,Y
1000407,N,N,N,N,N
1006950,N,N,N,N,N
1006400,N,N,N,N,N
1002429,N,N,Y,N,N
1002121,Y,N,N,N,N
1003307,Y,N,Y,Y,N
1007329,N,N,N,N,N
1000839,N,N,N,N,N
1008679,N,Y,Y,Y,N
1009347,Y,N,N,N,N
1006989,N,N,N,N,N
1006919,N,N,N,N,N
1008026,N,N,N,N,N
1008980,Y,N,N,N,N
1000943,N,N,N,N,N
1007311,N,N,N,Y,N
1000695,Y,N,Y,Y,Y
1002261,N,N,N,N,N
1000457,N,N,N,N,N
1008983,Y,N,Y,Y,Y
1000201,N,N,N,N,N
1000118,Y,Y,Y,Y,Y
1000052,Y,N,Y,Y,Y
1003541,N,N,N,N,N
1001880,N,N,N,N,N
1007203,N,N,N,N,N
1010013,N,N,N,N,Y
1000269,N,N,N,N,N
1000918,Y,N,Y,N,Y
1005142,N,N,N,N,N
1010052,Y,N,N,N,N
1000941,Y,N,N,N,N
1006902,N,N,N,N,N
1006970,N,N,N,N,N
1010114,Y,N,N,N,N
1000499,Y,N,Y,Y,Y
1007786,N,N,N,N,N
1009746,Y,N,N,N,N
1004440,Y,N,Y,Y,Y
1005558,Y,Y,Y,Y,Y
1006943,N,N,N,N,N
1007267,Y,Y,Y,Y,Y
1004737,N,N,N,N,N
1005153,N,N,N,N,N
1002403,Y,N,N,N,Y
1009310,Y,N,N,N,N
1007067,N,N,N,N,N
1008589,Y,N,N,N,N
1000658,N,N,N,N,N
1009663,Y,N,N,N,N
2000016,Y,N,N,N,N
1007524,N,N,N,N,N
1007737,N,N,N,N,N
1009059,N,N,N,N,N
1012076,Y,Y,Y,Y,Y
1007714,N,N,N,N,N
1004570,N,N,N,N,N
1008901,Y,N,N,N,N
1000813,N,N,N,N,N
1010481,Y,N,N,N,Y
1012555,Y,N,Y,N,N
1009194,Y,N,N,N,N
1006983,N,N,N,N,N
1000323,Y,Y,Y,Y,Y
1012041,Y,Y,Y,Y,Y
1004844,Y,N,Y,Y,Y
1008366,Y,N,Y,Y,Y
1002648,N,N,Y,Y,Y
1003321,N,N,Y,N,N
1003322,Y,N,N,N,N
1003860,Y,N,N,N,N
1005663,N,N,N,N,Y
1004433,N,N,N,N,N
1002461,Y,N,N,N,Y
1006068,N,N,N,N,N
1007839,N,N,N,N,N
1010710,Y,N,N,N,N
1008590,Y,N,N,N,N
1006496,N,N,N,N,N
1001538,N,N,Y,N,N
1004857,Y,Y,Y,Y,N
1005845,Y,Y,Y,Y,N
1005846,Y,Y,Y,Y,N
1005844,Y,Y,Y,Y,N
1005843,Y,Y,Y,Y,N
1002088,N,N,Y,Y,Y
1000963,N,N,N,N,N
1007739,N,N,N,N,N
1007740,N,N,N,N,N
1009418,Y,N,N,N,N
1001081,N,N,N,N,N
1011085,Y,N,N,N,N
1006033,N,N,N,N,N
1012517,Y,Y,Y,Y,Y
1005348,Y,Y,Y,Y,Y
1012518,Y,Y,Y,Y,Y
2000017,Y,N,N,N,N
1008840,N,N,N,N,N
1012804,Y,N,N,N,Y
1005674,Y,Y,Y,Y,Y
1011312,Y,N,N,N,N
1002800,Y,Y,Y,Y,Y
1012300,Y,N,Y,Y,Y
1006382,N,N,N,N,N
1001112,Y,N,N,N,N
1007610,N,N,N,N,N
1002528,N,N,N,N,N
1006307,Y,Y,Y,Y,N
1007840,N,N,N,N,N
1000859,Y,Y,Y,Y,N
1011999,Y,N,N,N,N
1000901,N,N,N,N,N
1005305,Y,N,Y,Y,Y
1005290,N,N,N,N,N
1010598,Y,N,Y,Y,Y
1009631,Y,N,Y,N,N
1003705,Y,Y,Y,Y,Y
1000350,N,N,N,N,N
1004889,N,N,Y,Y,N
1001611,Y,Y,N,N,N
1006142,N,Y,N,N,Y
1009769,Y,N,N,N,N
1005059,N,N,N,N,N
1004011,N,N,N,N,N
1003021,N,N,N,N,N
1009629,Y,N,Y,Y,N
1004391,N,N,N,N,N
1012602,Y,N,N,N,Y
1012218,Y,N,N,N,N
1003663,N,Y,Y,Y,Y
1011325,Y,N,N,N,N
1010443,N,N,N,N,N
1002496,N,N,N,N,N
1004029,N,N,N,N,N
1010039,Y,Y,Y,N,Y
1006465,Y,N,N,N,N
1006282,N,N,N,N,N
1007035,N,N,N,N,N
1008591,Y,N,N,N,N
1007273,Y,N,N,N,N
1012621,Y,N,Y,Y,N
1004081,N,N,N,N,N
1006417,Y,N,N,N,N
1005126,N,N,N,N,N
1011367,Y,Y,Y,Y,Y
1003090,N,N,N,N,N
1004083,Y,Y,Y,Y,Y
1011818,Y,N,N,N,N
1000698,N,N,N,N,N
1011669,Y,N,N,N,Y
1005080,Y,N,Y,Y,Y
1000621,N,N,N,N,N
1002820,Y,Y,Y,Y,Y
1003275,N,N,Y,Y,N
1003918,N,N,N,N,N
1004637,N,N,N,N,N
1008247,Y,N,N,Y,Y
1008724,Y,N,Y,N,Y
1002236,Y,N,N,Y,Y
1009238,Y,N,N,N,N
1010257,Y,N,N,N,N
1001408,N,N,N,N,N
1003829,N,N,N,N,N
1002200,Y,N,N,N,N
1009222,Y,N,N,N,N
1001836,N,N,N,N,N
1006302,Y,N,N,N,Y
1006165,Y,N,N,N,Y
1012437,Y,N,N,N,Y
1011607,Y,Y,N,Y,Y
1011034,Y,N,N,N,N
1011491,Y,N,Y,Y,Y
1001486,Y,N,N,N,Y
1003121,Y,N,N,N,Y
1006992,N,N,N,N,N
1004461,N,Y,Y,Y,N
1000042,N,N,N,N,N
1009498,Y,N,N,N,N
1000072,Y,Y,Y,Y,Y
1004384,Y,Y,Y,Y,N
1005562,Y,N,Y,Y,Y
1002676,N,N,N,N,N
1012626,Y,Y,Y,Y,Y
1010078,N,N,Y,N,Y
1011295,Y,Y,N,Y,N
1003255,N,N,N,N,N
1011311,Y,N,N,N,N
1000356,N,N,N,N,N
1010820,Y,N,Y,Y,Y
1009740,Y,N,N,N,N
1011795,Y,N,Y,N,Y
1008090,Y,Y,N,N,N
1010951,Y,N,N,Y,N
1003905,Y,Y,Y,N,Y
1005769,N,N,N,N,N
1012667,Y,Y,Y,Y,Y
1006556,N,N,Y,Y,Y
1010490,Y,Y,N,Y,Y
1009294,Y,N,N,N,N
1010738,Y,N,N,N,N
1011751,Y,N,Y,N,Y
1003206,N,N,N,N,N
1000351,N,N,N,N,N
1003680,Y,N,Y,Y,N
1004854,N,N,N,N,N
1001641,N,N,N,N,N
1000874,N,N,N,Y,N
1000873,Y,N,N,Y,N
1008930,Y,N,Y,Y,Y
1004636,N,N,N,N,N
1004380,N,N,N,N,N
1008800,Y,N,N,N,Y
1008929,Y,N,N,Y,N
1007744,N,N,N,N,N
1003416,N,N,N,N,N
1008847,Y,Y,Y,Y,Y
1006376,Y,N,N,N,N
1008212,Y,N,N,N,N
1001435,N,N,N,N,N
1003385,N,N,N,N,N
1003634,N,N,Y,Y,N
1003785,N,N,N,N,N
1011767,Y,N,N,N,Y
1002839,N,N,N,N,N
1011768,Y,N,N,N,Y
1005155,N,N,N,N,N
1000085,Y,Y,Y,Y,Y
1010293,N,N,N,N,N
1005415,Y,N,N,N,Y
1003544,N,N,N,N,N
1009054,N,N,Y,Y,N
1011299,Y,N,Y,Y,N
1007639,N,N,N,N,N
1006316,N,N,N,Y,N
1009463,Y,N,N,N,N
1000138,Y,N,N,Y,Y
1003382,Y,N,N,N,Y
1003067,Y,Y,N,Y,N
1006206,N,N,Y,Y,N
1000933,N,N,N,N,N
1007684,N,N,Y,Y,Y
1007742,N,N,N,N,N
1002003,N,N,N,N,N
1009970,Y,N,Y,Y,Y
1005832,N,N,Y,Y,N
1001901,Y,Y,Y,Y,Y
1004855,N,N,N,N,N
1008299,Y,N,N,N,N
1006880,Y,N,N,N,N
1009283,Y,N,N,N,N
1009852,Y,N,N,Y,N
1010627,Y,N,N,N,N
1011211,Y,N,Y,N,Y
1001094,N,N,N,N,N
1003501,N,N,N,N,N
1006545,Y,N,N,Y,N
1006676,N,N,N,N,N
1011951,Y,N,N,N,N
1008404,Y,N,N,N,N
1005495,N,N,Y,Y,N
1008460,Y,N,Y,Y,Y
1007265,N,N,N,N,N
1008729,Y,N,N,N,N
1004232,N,N,Y,Y,N
1008803,Y,N,N,N,N
1010058,Y,N,Y,Y,Y
1004783,N,N,Y,Y,N
1004768,N,N,N,N,N
1003771,N,N,Y,N,N
1004581,N,N,N,N,N
1005903,Y,Y,Y,Y,Y
1011961,Y,Y,Y,Y,Y
1006212,N,N,Y,Y,N
1002356,N,N,N,N,N
1009207,Y,N,N,N,N
1003398,N,N,Y,Y,N
1006502,N,N,N,N,N
1006808,N,N,N,N,N
1007277,N,N,N,N,N
1009831,N,N,N,N,N
1005077,N,N,Y,Y,N
1005889,Y,N,N,N,Y
1000523,N,N,N,N,N
1010572,Y,N,N,N,N
1006981,N,N,N,N,N
1010389,Y,N,N,N,N
1005343,N,N,N,N,N
1008307,Y,N,N,N,Y
1005555,Y,N,N,N,Y
1001179,N,N,N,Y,N
1001521,N,N,N,N,N
1000801,N,N,Y,N,N
1004327,N,N,N,N,N
1002543,N,N,N,N,N
1003032,Y,N,Y,Y,Y
1005454,Y,N,Y,Y,Y
1001425,N,N,N,N,N
1005800,N,N,N,N,Y
1005801,N,N,N,N,Y
1000687,N,N,N,N,N
1008000,Y,N,N,N,Y
1005635,N,N,N,N,N
1011709,Y,N,N,N,N
1003350,Y,N,N,N,Y
1004410,Y,N,N,N,N
1008593,Y,N,N,N,N
1011705,Y,N,N,N,Y
1010043,Y,N,N,N,N
1002907,Y,N,Y,Y,N
1003368,N,N,N,Y,N
1010155,Y,N,N,N,N
1004648,Y,Y,Y,Y,N
1006557,N,N,Y,Y,Y
1010383,Y,N,N,N,Y
1004537,N,N,N,N,N
1004536,N,N,N,N,N
1006118,N,N,N,N,N
1011679,Y,N,N,N,N
1009542,Y,N,N,N,N
1001822,N,N,N,N,N
1009405,Y,N,N,N,N
1005270,Y,N,N,Y,Y
1004456,N,N,N,N,N
1008502,Y,N,N,N,N
1011351,Y,N,Y,N,Y
1006573,N,N,Y,Y,Y
1006571,N,N,Y,Y,Y
1002541,N,N,Y,Y,Y
1008975,Y,N,Y,Y,Y
1006585,N,N,Y,Y,Y
1009005,Y,N,N,N,N
1008375,Y,Y,N,N,N
1001046,Y,Y,Y,Y,N
1001049,Y,Y,Y,Y,N
1011443,Y,N,Y,N,Y
1011444,Y,N,Y,N,Y
1006572,N,N,Y,Y,Y
1011485,Y,N,Y,Y,Y
1011502,Y,N,Y,Y,Y
1003673,Y,Y,Y,Y,Y
1011466,Y,N,Y,Y,Y
1011356,Y,N,Y,N,Y
1011346,Y,N,Y,N,Y
1002217,Y,N,N,N,N
1001032,N,N,N,N,N
1011880,Y,N,Y,Y,Y
1005252,Y,N,N,Y,Y
1001754,N,N,N,N,N
1011859,Y,N,N,N,N
1006265,N,N,N,N,N
1008118,Y,N,N,Y,Y
1012470,Y,N,Y,Y,Y
1012702,Y,N,N,N,N
1003928,N,N,N,N,N
1012620,Y,Y,N,Y,N
1005253,Y,N,N,Y,Y
1001039,N,N,N,N,N
1010312,Y,N,N,Y,N
1001038,Y,N,N,Y,N
1011807,Y,N,Y,Y,Y
1011808,Y,N,N,N,N
1011809,Y,N,N,N,N
1003614,N,N,N,N,N
1005254,Y,N,N,Y,Y
1006249,N,N,N,N,N
1011714,Y,N,N,N,N
1006662,Y,N,N,N,Y
1008102,Y,N,N,N,N
1005873,N,N,N,N,N
1005255,Y,N,N,Y,Y
1002030,Y,N,N,N,N
1007736,N,N,N,N,N
1011994,Y,N,N,Y,Y
1011992,Y,N,N,Y,Y
1011993,Y,N,N,Y,Y
1007527,N,N,N,N,N
1005806,Y,N,Y,Y,N
1008689,N,N,Y,Y,N
1012346,Y,N,N,N,Y
1012414,Y,N,N,N,N
1001927,Y,N,Y,Y,N
1010219,Y,N,Y,Y,N
1003613,N,N,N,N,N
1004033,Y,N,N,N,N
1001198,Y,N,N,N,Y
1003093,N,N,N,N,N
1012330,Y,N,N,N,N
1005665,Y,N,N,N,N
1010254,Y,N,N,N,N
1001492,Y,N,Y,Y,N
1008334,Y,N,N,N,N
1004136,N,N,N,N,N
1002297,Y,N,Y,N,Y
1005850,N,N,N,N,N
1004191,Y,Y,Y,Y,Y
1002099,N,Y,N,Y,N
1001664,Y,N,Y,Y,Y
1003288,Y,N,N,N,N
1005578,N,N,N,N,N
1006747,N,N,N,N,N
1001404,Y,N,N,N,Y
1002523,N,N,N,N,N
1006527,N,N,N,N,N
1006528,N,N,N,N,N
1005923,N,N,N,N,N
1005386,N,N,N,N,N
1005388,N,N,N,N,N
1005387,N,N,N,N,N
1005389,N,N,N,N,N
1012126,Y,Y,Y,Y,Y
1012128,Y,Y,Y,Y,Y
1006349,Y,N,N,N,N
1012269,Y,N,N,N,N
1008923,Y,Y,Y,Y,Y
1001178,N,N,N,N,N
1007469,N,N,N,N,N
1001890,Y,Y,Y,Y,N
1002985,N,N,N,N,N
1010867,Y,N,Y,Y,Y
1005905,Y,N,Y,Y,Y
1010632,Y,Y,Y,Y,N
1000506,N,N,N,N,N
1010150,Y,N,N,N,N
1007852,N,N,N,N,N
1006852,Y,Y,Y,Y,Y
1005876,Y,N,N,N,N
1011734,Y,N,N,N,Y
1009352,Y,N,N,N,N
1005424,N,N,N,Y,N
1009287,Y,N,N,N,N
1001395,N,N,N,N,N
1007390,N,N,N,N,N
1002937,N,N,N,N,N
1010113,N,N,N,N,N
1009413,Y,N,N,N,N
1004245,N,Y,Y,Y,N
1006379,N,N,N,N,N
1000922,N,N,Y,Y,Y
1000617,N,N,N,N,N
1010636,Y,N,Y,Y,Y
1004921,N,Y,N,N,N
1012698,Y,N,N,N,Y
1011182,Y,N,N,N,N
1000653,N,N,N,N,N
1003171,Y,Y,Y,Y,Y
1004419,N,N,N,N,N
1012794,Y,Y,N,N,Y
1001665,Y,N,Y,Y,Y
1005191,N,N,N,N,N
1009344,Y,N,N,N,N
1003789,N,N,Y,N,N
1011090,Y,N,N,N,Y
1003269,Y,Y,Y,Y,Y
1010308,Y,N,N,N,N
1012817,Y,N,N,N,N
1001029,N,N,Y,Y,N
1002919,Y,N,N,N,Y
1009262,Y,N,N,N,N
1000666,Y,N,Y,Y,Y
1008594,Y,N,N,N,N
1005096,N,N,N,N,N
1009508,Y,N,N,N,N
1011117,Y,N,N,N,Y
1002224,N,N,N,N,N
1000751,N,N,N,N,N
1000560,Y,Y,Y,Y,Y
1006065,Y,N,N,N,N
1001453,N,N,N,N,N
1004443,N,Y,Y,Y,N
1002203,N,N,N,N,N
1002690,N,N,Y,N,N
1009962,Y,N,N,N,N
1012465,Y,N,N,N,N
1012464,Y,N,N,N,N
1012628,Y,N,Y,Y,N
1010874,Y,Y,Y,Y,Y
1010491,Y,N,N,N,N
1001127,N,N,N,N,N
1007538,N,N,N,N,N
1010722,Y,N,N,N,Y
1000954,N,N,N,N,N
1002240,N,N,N,N,N
1001306,N,N,N,N,N
1001307,N,N,N,N,N
1011753,Y,N,N,N,N
1000183,N,N,N,N,N
1002799,N,N,N,N,N
1002140,Y,N,N,N,N
1011822,Y,N,N,N,Y
1007530,N,N,N,N,N
1000520,Y,N,N,N,Y
1009523,Y,N,N,N,N
1004742,N,N,N,N,N
1007629,N,N,N,N,N
1004330,N,N,N,N,N
1005487,N,N,N,N,N
1002082,N,N,N,N,N
1005154,N,N,N,N,N
1004896,N,N,N,N,N
1003447,N,N,N,N,N
1002081,N,N,N,N,N
1003446,N,N,N,N,N
1005752,N,N,N,N,N
1001269,N,N,N,N,N
1003441,N,N,N,N,N
1004942,N,N,N,N,N
1003444,N,N,N,N,N
1009715,Y,Y,Y,Y,Y
1009714,Y,Y,Y,Y,Y
1002405,Y,N,N,N,Y
1003343,Y,Y,Y,Y,Y
1009424,Y,N,N,N,N
1001700,Y,N,N,Y,Y
1011114,Y,N,N,N,N
1007426,Y,N,N,N,N
1009451,Y,N,N,N,N
1001366,N,N,N,N,N
1001365,N,N,N,N,N
1005521,Y,Y,Y,Y,N
1006071,N,N,Y,N,N
1001948,Y,N,N,N,Y
1007845,N,N,N,N,N
1004880,N,N,N,N,N
1007018,N,N,N,N,N
1009331,Y,N,N,N,N
1006879,N,N,N,N,N
1006058,Y,N,N,N,Y
1002135,Y,N,N,N,N
1001598,N,N,N,N,N
1006673,N,N,N,N,N
1008768,Y,N,N,N,N
1008770,Y,N,N,N,N
1008772,Y,N,N,N,N
1010416,Y,N,N,Y,N
1006156,N,N,Y,N,N
1004526,Y,N,N,N,Y
1004234,N,N,N,Y,N
1001177,N,N,N,N,N
1010305,Y,N,N,Y,N
1002576,N,N,N,N,N
1009633,Y,N,Y,N,N
1005601,Y,N,Y,Y,Y
1003419,Y,N,Y,N,N
1009072,N,N,N,N,N
1007433,N,N,N,N,N
1005088,N,N,N,N,N
1004167,Y,N,Y,Y,Y
1008295,Y,N,N,Y,Y
1011271,Y,N,N,N,Y
1004928,Y,N,N,N,N
1009504,Y,N,N,N,N
1012202,Y,Y,Y,Y,Y
1002766,Y,N,Y,Y,Y
1006660,Y,N,N,N,N
1008131,Y,N,Y,N,N
1003058,N,N,N,N,N
1005858,N,Y,Y,N,N
1009180,Y,N,N,N,N
1012785,Y,N,N,N,N
1000654,N,N,N,N,N
1004182,Y,N,N,Y,N
1003863,Y,Y,Y,Y,Y
1001696,Y,Y,Y,Y,Y
1012206,Y,N,N,N,Y
1008608,Y,N,N,N,N
1010519,Y,N,N,N,N
1012097,Y,N,N,N,N
1009289,Y,N,N,N,N
1009489,Y,N,N,N,N
1009471,Y,N,N,N,N
1001627,Y,N,N,N,N
1003094,N,N,N,N,N
1006106,Y,Y,Y,Y,Y
1001229,Y,N,Y,Y,N
1010516,Y,N,N,N,N
1003797,N,Y,Y,Y,N
1008508,Y,N,Y,Y,Y
1002021,Y,N,N,N,Y
1007810,N,N,N,N,N
1012340,Y,Y,Y,Y,Y
1002521,Y,Y,Y,Y,Y
1009947,Y,N,Y,Y,Y
1011107,Y,N,N,N,Y
1011193,Y,N,Y,Y,Y
1001079,N,N,N,N,N
1002165,N,N,N,N,N
1003496,N,N,N,N,N
1000215,N,N,N,N,N
1012642,Y,N,N,Y,Y
1006369,N,N,N,N,N
1009162,Y,N,N,N,N
1002181,N,N,N,N,N
1011991,Y,N,N,N,Y
1012734,Y,Y,Y,Y,Y
1000445,N,N,N,N,N
1007082,N,N,N,N,N
1002279,N,N,N,N,N
1005166,N,N,N,N,N
1004639,Y,Y,N,N,N
1002513,Y,Y,Y,Y,N
1007211,N,N,N,N,N
1000111,N,N,N,N,N
1000112,N,N,N,N,N
1006698,Y,N,N,N,Y
1011058,Y,N,N,N,N
1005352,Y,N,Y,N,Y
1009803,Y,N,Y,N,Y
1006399,Y,N,N,N,N
1009556,Y,N,N,N,N
1012705,Y,N,N,N,Y
1003428,Y,Y,Y,Y,Y
1002941,Y,N,N,Y,Y
1004736,Y,Y,Y,Y,Y
1002980,N,Y,N,Y,N
1002552,N,N,N,N,N
1000307,Y,N,N,N,N
1003442,N,N,N,N,N
1010954,Y,N,Y,Y,N
1000133,Y,Y,N,N,Y
1006742,N,N,N,N,N
1002977,N,N,N,N,N
1008371,Y,N,N,N,Y
1001732,N,N,N,N,N
1011953,Y,N,N,Y,Y
1001399,Y,N,N,Y,Y
1001401,Y,N,N,Y,Y
1001400,Y,N,N,Y,Y
1004784,Y,N,Y,Y,Y
1003315,N,N,N,N,N
1010899,Y,Y,Y,Y,Y
1012344,Y,N,Y,Y,Y
1001070,N,N,N,N,N
1009057,N,N,Y,N,N
1007095,N,N,N,N,N
1003464,N,N,N,N,N
1006910,N,N,N,N,N
1012367,Y,N,N,N,N
1006935,N,N,Y,Y,N
1003254,N,N,N,N,N
1007593,N,N,Y,Y,N
1002301,N,N,Y,N,N
1002502,N,N,N,N,N
1001023,N,Y,N,Y,Y
1001857,N,N,N,N,N
1002918,N,N,N,N,N
1003291,N,N,Y,Y,N
1005181,Y,N,Y,Y,Y
1004122,Y,N,Y,Y,Y
1002530,Y,Y,Y,Y,Y
1009941,Y,Y,Y,Y,Y
1009942,Y,Y,Y,Y,Y
1012750,Y,N,N,Y,Y
1012751,Y,N,N,Y,Y
1003560,N,N,N,N,N
1010221,Y,N,N,N,N
1012108,Y,N,N,N,N
1012125,Y,Y,Y,Y,Y
1000641,N,N,N,N,N
1010513,Y,N,N,N,Y
1003899,Y,N,Y,N,Y
1005433,N,N,N,N,N
1005432,N,N,N,N,N
1008866,N,N,Y,Y,N
1004915,N,N,N,N,N
1008912,Y,Y,Y,Y,Y
1009392,Y,N,N,N,N
1000780,Y,N,N,Y,Y
1008786,Y,Y,Y,Y,Y
1002056,Y,N,Y,Y,N
1005449,N,N,N,N,N
1006824,N,N,N,N,N
1007075,N,N,N,N,N
1011318,Y,N,N,N,Y
1012603,Y,N,N,N,Y
1008751,Y,Y,N,Y,Y
1000702,N,Y,Y,Y,Y
1002320,N,N,N,N,N
1010760,Y,Y,Y,Y,Y
1007822,N,N,N,N,N
1006954,N,N,N,N,N
1011359,Y,N,N,N,N
1006722,N,N,N,N,N
1012618,Y,N,N,N,Y
1006711,Y,N,N,N,N
1002658,Y,N,N,N,N
1001921,N,Y,Y,Y,N
1009416,Y,N,N,N,N
1002768,Y,N,Y,Y,Y
1007278,N,N,N,N,N
1012637,Y,N,N,N,Y
1004919,N,N,N,N,N
1003762,N,N,N,N,N
1005345,Y,N,N,N,N
1002471,N,N,N,N,N
1010483,N,N,N,N,Y
1008937,Y,Y,Y,N,Y
1007385,Y,N,N,Y,N
1002884,N,N,N,Y,N
1007076,N,N,N,N,N
1012646,Y,Y,Y,N,Y
1001939,N,N,N,N,N
1003937,Y,N,N,N,Y
1007342,N,N,N,N,N
1001020,N,N,N,N,N
1012612,Y,N,Y,Y,Y
1008726,N,N,Y,Y,N
1004651,N,Y,Y,Y,Y
1004270,Y,N,Y,Y,Y
1007077,N,N,N,N,N
1011527,Y,N,N,N,Y
1006299,N,N,Y,Y,N
1006300,N,Y,Y,Y,N
1012553,Y,N,N,N,N
1008320,N,N,N,N,Y
1001685,N,N,N,N,N
1004361,N,N,N,N,N
1008273,Y,N,N,N,N
1009767,N,N,N,N,N
1009866,Y,N,Y,Y,Y
1004755,N,N,N,N,N
1012287,Y,N,N,N,N
1007418,N,N,N,N,N
1009431,Y,N,N,N,N
1007326,Y,N,N,N,Y
1002971,N,N,N,N,N
1002972,N,N,N,N,N
1001861,N,N,N,N,N
1002458,Y,N,Y,N,N
1010967,Y,N,Y,Y,Y
1008610,Y,N,N,N,N
1006841,N,Y,Y,Y,N
1012318,Y,N,N,N,N
1003895,Y,N,N,N,Y
1007032,N,N,N,N,N
1001750,N,N,N,N,N
1000525,Y,N,N,N,N
1008397,Y,Y,Y,N,Y
1008396,Y,Y,Y,Y,Y
1006233,N,N,N,N,N
1005411,Y,Y,Y,Y,N
1010995,Y,N,N,N,Y
1010993,Y,N,N,N,N
1010992,Y,N,N,N,Y
1004847,N,N,N,Y,N
1004848,Y,N,N,Y,N
1001430,N,N,N,N,N
1003378,Y,N,N,Y,N
1011300,Y,N,Y,Y,Y
1001048,Y,Y,Y,Y,N
1000096,Y,Y,Y,Y,Y
1002497,N,N,N,N,N
1000905,Y,N,Y,Y,Y
1011062,Y,N,N,N,Y
1002974,N,N,N,N,N
1003553,Y,N,N,N,N
1002498,N,N,N,N,N
1011688,Y,Y,N,N,N
1007044,N,N,N,N,N
1002684,N,N,N,N,N
1002996,N,N,N,N,N
1010162,Y,Y,Y,Y,Y
1006420,N,N,N,N,N
1001436,N,N,N,N,N
1000444,N,N,N,N,N
1006829,N,N,Y,Y,N
1001737,N,N,N,N,N
1010833,Y,N,Y,Y,Y
1003334,N,N,N,N,N
1009791,N,N,N,N,N
1006322,N,N,N,N,N
1006666,N,N,N,N,N
1006707,N,N,N,N,N
1012680,Y,N,N,N,Y
1011220,Y,N,N,N,Y
1005868,Y,Y,Y,Y,Y
1005869,Y,Y,Y,Y,Y
1005912,Y,N,N,Y,Y
1008432,Y,N,N,N,N
1007013,N,N,N,N,N
1003963,N,N,N,N,N
1002711,N,N,N,N,N
1009290,Y,N,N,N,N
1006339,N,N,N,N,N
1007221,N,N,N,N,N
1012027,Y,Y,Y,Y,Y
1012540,Y,N,N,N,N
1005652,N,N,N,N,N
1002163,N,Y,Y,Y,N
1004172,Y,N,Y,Y,Y
1009241,Y,N,N,N,N
1006558,Y,N,Y,Y,Y
1006559,N,N,Y,Y,Y
1001686,N,N,N,N,N
1002153,N,N,N,N,N
1002157,N,N,N,N,N
1005691,Y,N,N,N,N
1012641,Y,N,N,Y,N
1006946,N,N,N,N,N
1010248,Y,N,Y,N,N
1000119,Y,Y,Y,Y,Y
1003898,N,N,N,N,N
1008843,Y,N,N,N,N
1009536,Y,N,N,N,N
1008951,N,N,N,N,N
1004756,N,N,N,N,N
1004319,Y,N,Y,Y,N
1009312,Y,N,N,N,N
1011012,Y,N,N,N,Y
1003514,Y,N,N,N,N
1007835,N,N,N,N,N
1009529,Y,N,N,N,N
1009465,Y,N,N,N,N
1003534,N,N,N,N,N
1005985,Y,N,N,N,N
1009967,N,N,N,N,N
1000346,N,N,N,N,N
1003221,N,N,N,N,N
1005815,N,N,N,N,N
1001313,Y,N,N,Y,Y
1000614,Y,N,Y,N,Y
1000631,N,N,Y,Y,N
1010423,Y,N,N,N,Y
1001148,N,Y,N,Y,N
1011151,Y,N,N,N,N
1005825,N,N,N,N,N
1003185,N,N,N,N,N
1012408,Y,N,N,N,N
1008179,Y,N,Y,N,N
1007747,N,N,N,N,N
1010146,Y,Y,Y,Y,Y
1008965,Y,N,N,Y,N
1003702,Y,Y,Y,Y,Y
1003706,Y,Y,Y,Y,Y
1006014,N,N,N,N,N
1005935,N,N,N,N,N
1002970,N,N,N,N,N
1009295,Y,N,N,N,N
1007133,N,N,N,N,N
1004966,N,N,N,N,N
1010168,Y,N,N,N,Y
1008439,N,N,Y,N,N
1011088,Y,N,N,N,Y
1011089,Y,N,N,N,Y
1012605,Y,N,N,N,Y
1004807,Y,N,Y,Y,N
1002742,Y,N,Y,Y,Y
1000824,N,N,Y,Y,N
1000825,N,N,N,N,N
1012110,Y,N,N,N,Y
1005455,N,N,N,N,N
1004785,Y,N,Y,Y,Y
1005431,Y,N,Y,Y,N
1010713,Y,N,N,N,N
1000810,N,N,N,N,N
1012289,Y,N,N,N,N
1003202,Y,N,N,N,N
1005911,Y,N,N,N,N
1003450,N,N,Y,N,N
1003451,N,N,Y,N,N
1009493,Y,N,N,N,N
1000462,Y,N,N,N,Y
1011137,Y,N,N,N,Y
1004821,N,N,N,N,N
1005450,N,N,N,N,N
1004685,N,N,N,N,N
1012226,Y,N,N,N,N
1011068,Y,N,N,N,N
1006822,N,N,N,N,N
1011227,Y,Y,Y,Y,Y
1002965,N,N,N,N,N
1008909,Y,Y,Y,Y,Y
1002180,N,N,N,N,N
1006236,N,Y,Y,Y,N
1006229,N,N,N,N,N
1011233,Y,N,Y,Y,Y
1010625,Y,Y,Y,Y,Y
1007734,N,N,N,N,N
1001363,N,N,N,N,N
1001672,Y,N,N,N,N
